,distributed_link_id,persona_category,distributed_link_category,distributed_link_author,rec_category,rec_author,isTopCount_persona,prop_persona,isMajorityCount_persona,isFirst3Position_persona,isFirstPosition_persona,propSameAuthor,isTopCount_dst,prop_dst,isMajorityCount_dst,isFirst3Position_dst,isFirstPosition_dst,propSameAuthor_persona,propSameAuthor_dst
306,7349664900228091167,society,beauty,edwardzo,"['beauty', 'beauty', None, 'society', 'other', 'other', None, 'other']","['edwardzo', 'edwardzo', 'salisu.lg', 'abcnews', 'volleyball__worlddd', 'userdija7676', 'user8828310721817', 'yourr.audio..gurl']",False,0.16666666666666666,False,False,False,0.25,False,0.3333333333333333,False,True,True,0.3333333333333333,0.3333333333333333
307,7349664900228091167,sports,beauty,edwardzo,"['other', 'beauty', None, 'beauty', 'other', 'other', 'beauty', 'other']","['aurorakaon_', 'edwardzo', 'royalty.fandom_', 'edwardzo', 'david.santiago.223', 'yarisiro0', 'luna29092016', '_.mariaajoosee._']",False,0.0,False,False,False,0.25,False,0.42857142857142855,False,True,False,0.2857142857142857,0.2857142857142857
308,7349715155153931551,beauty,society,fanniemiller1965,"[None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None]",False,0.0,False,False,False,0.0,False,0.0,False,False,False,0.0,0.0
309,7349715155153931551,control,society,fanniemiller1965,"[None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None]",False,0.0,False,False,False,0.0,False,0.0,False,False,False,0.0,0.0
310,7349715155153931551,society,society,fanniemiller1965,"[None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None]",False,0.0,False,False,False,0.0,False,0.0,False,False,False,0.0,0.0
311,7349715155153931551,sports,society,fanniemiller1965,"[None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None]",False,0.0,False,False,False,0.0,False,0.0,False,False,False,0.0,0.0
312,7349770550111423790,beauty,beauty,minibakerychannel,"['other', 'other', 'other', 'other', 'other', 'other', 'beauty', 'other']","['crazycae', 'pmdamiann', 'pmdamiann', 'kashtonparker', 'gabyluvsyousm', 'onlyfamousbrian', 'olybre', 'pmdamiann']",False,0.125,False,False,False,0.0,False,0.125,False,False,False,0.0,0.0
313,7349770550111423790,control,beauty,minibakerychannel,"['other', 'beauty', 'other', 'beauty', 'beauty', 'beauty', 'beauty', 'beauty']","['crazycae', 'olybre', 'floptropicagang', 'minibakerychannel', 'minibakerychannel', 'minibakerychannel', 'minibakerychannel', 'minibakerychannel']",False,0.0,False,False,False,0.625,True,0.75,True,True,False,0.625,0.625
314,7349770550111423790,society,beauty,minibakerychannel,"['sports', 'beauty', 'other', 'other', 'other', 'other', 'other', 'society']","['danishjan525', 'ch.love56', 'rolando_lanazca_11', 'teresasalazarsala8', 'kamoletifli', 'userme4wr0ab9r', 'user2697876669499', 'callmebkbk']",False,0.125,False,False,False,0.0,False,0.125,False,True,False,0.0,0.0
315,7349770550111423790,sports,beauty,minibakerychannel,"['other', 'other', 'other', 'beauty', 'other', 'other', 'beauty', 'other']","['camfant', 'meghanandjack', 'onlyfamousbrian', 'olybre', 'pmdamiann', 'dangmattsmith', 'weuamiri', 'kimp0ssiblez']",False,0.0,False,False,False,0.0,False,0.25,False,False,False,0.0,0.0
316,7350330174883335466,beauty,society,briantylercohen,"[None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None]",False,0.0,False,False,False,0.0,False,0.0,False,False,False,0.0,0.0
317,7350330174883335466,control,society,briantylercohen,"[None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None]",False,0.0,False,False,False,0.0,False,0.0,False,False,False,0.0,0.0
318,7350330174883335466,society,society,briantylercohen,"[None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None]",False,0.0,False,False,False,0.0,False,0.0,False,False,False,0.0,0.0
319,7350330174883335466,sports,society,briantylercohen,"[None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None]",False,0.0,False,False,False,0.0,False,0.0,False,False,False,0.0,0.0
320,7350367044488957214,beauty,,,"['other', 'other', None, None, None, None, None, None]","['user27862916711411', 'shadesofnate', None, None, None, None, None, None]",False,0.0,False,False,False,0.0,True,0.0,False,True,False,3.0,3.0
321,7350367044488957214,control,,,"['beauty', 'beauty', 'other', 'beauty', 'other', 'sports', 'other', 'other']","['luvvblancaa', 'mmadisonwest', 'bigmanschlatt', 'wearepursuit', 'angelina_clary', 'alexaaa_narvaez', 'princess_____samantha', '_javon.a.b']",False,0.0,False,False,False,0.0,False,0.0,False,False,False,0.0,0.0
322,7350367044488957214,society,,,"['other', 'other', 'other', 'other', 'other', None, 'other', 'other']","['barstoolsports', 'rah.ekk', 'courtneyyy1313', 'brooklynmckenzi_', 'roadrunner.tb', 'munratattooink', 'sumboutsummer', 'lacasadelosgritosve']",False,0.0,False,False,False,0.0,False,0.0,False,False,False,0.0,0.0
323,7350367044488957214,sports,,,"['other', 'other', 'other', 'beauty', None, 'other', None, None]","['sh1tposts.mp4', 'calebjwilber', 'nikkithestaffy_', 'hajimuhammad575', 'duolingo', 'xavier_jay22', None, 'hajimuhammad575']",False,0.0,False,False,False,0.0,False,0.0,False,False,False,0.2,0.2
324,7351058065128541470,beauty,beauty,_jessvu,"['beauty', 'beauty', 'other', 'beauty', 'other', 'other', 'other', 'other']","['sadelynmadelyn', 'sadelynmadelyn', 'imqlode', 'claudiaeatsgood', 'megaamerican', 'kang_templatecc', 'felinakkj', 'agnessjones2']",False,0.375,False,True,True,0.0,False,0.375,False,True,True,0.0,0.0
325,7351058065128541470,control,beauty,_jessvu,"['other', None, 'beauty', 'beauty', 'beauty', 'beauty', None, 'beauty']","['drivers_lesson', 'starswithfivestars', 'miahomecatfe', 'leighannk_', 'sadelynmadelyn', 'sadelynmadelyn', '_angelikarose', 'claudiaeatsgood']",False,0.0,False,False,False,0.0,True,0.8333333333333334,True,True,False,0.0,0.0
326,7351058065128541470,society,beauty,_jessvu,"['other', 'other', 'other', None, 'other', 'beauty', 'society', None]","['petro_cars1', 'moethecraneguy', 'angie.bye.je.eats', 'shahbazkhanabbasi8', 'user5445139120186', 'ayalafia', 'noahglenncarter', 'abhay.shukla5']",False,0.16666666666666666,False,False,False,0.0,False,0.16666666666666666,False,False,False,0.0,0.0
327,7351058065128541470,sports,beauty,_jessvu,"['beauty', 'beauty', 'beauty', 'beauty', 'other', 'beauty', 'beauty', 'beauty']","['sadelynmadelyn', 'sadelynmadelyn', 'claudiaeatsgood', 'silkygem', 'ntabwobacloude22', 'leighannk_', 'jvhiguera006', 'miahomecatfe']",False,0.0,False,False,False,0.0,True,0.875,True,True,True,0.0,0.0
328,7351316418132036906,beauty,other,allman289,"['other', 'other', 'other', 'other', 'other', None, 'other', 'other']","['official_nct', 'jonathangasx', 'official_nct', 'novakboii', 'official_nct', 'official_nct', 'seok_mosquito', 'not.shxxtzz']",False,0.0,False,False,False,0.0,True,1.0,True,True,True,0.0,0.0
329,7351316418132036906,control,other,allman289,"[None, 'beauty', 'other', 'other', 'other', 'other', 'other', 'society']","['say_luhm', 'watsonschocolates', 'maryyycarol', 'theaquabreeze', 'limbatrip', 'jamal.0340', 'lucynaidun', '2raree']",False,0.0,False,False,False,0.0,True,0.7142857142857143,True,True,False,0.0,0.0
330,7351316418132036906,society,other,allman289,"[None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None]",False,0.0,False,False,False,0.0,False,0.0,False,False,False,0.0,0.0
331,7351316418132036906,sports,other,allman289,"['other', 'sports', 'sports', 'other', 'sports', None, 'other', 'other']","['shoptintzy', 'ilovetheweekend24', 'caf_online', 'jenny.berry52', 'jukes', 'lalacountrys', 'raz0ymant0r', 'bang_chana03']",False,0.42857142857142855,False,True,False,0.0,True,0.5714285714285714,True,True,True,0.0,0.0
332,7351474612892470571,beauty,society,davidsonboswell,"['other', 'other', 'other', None, None, None, None, None]","['dashieg.xp', 'gothic.regina.george', 'jennnyisveryfunny', 'fan_oldtime', None, None, None, None]",False,0.0,False,False,False,0.0,False,0.0,False,False,False,0.0,0.0
333,7351474612892470571,control,society,davidsonboswell,"['other', 'other', 'other', 'sports', 'other', 'society', 'sports', 'other']","['mojojojokes', 'jennnyisveryfunny', 'gothic.regina.george', 'j.billiard3', 'lolaokola', 'rynnstar', 'serena_laury_mezher', 'reesematisse']",False,0.0,False,False,False,0.0,False,0.125,False,False,False,0.0,0.0
334,7351474612892470571,society,society,davidsonboswell,"['other', 'society', 'other', 'other', 'society', 'society', 'society', 'beauty']","['fallontonight', 'nypost', 'beast.master.eddie', 'canstanja', 'treyyingst', 'channelnewsasia', 'cnn', 'povpierce']",True,0.5,False,True,False,0.0,True,0.5,False,True,False,0.0,0.0
335,7351474612892470571,sports,society,davidsonboswell,"['other', 'other', 'other', 'other', 'other', 'other', 'other', 'other']","['jennnyisveryfunny', 'calvingrindz', 'gothic.regina.george', 'reesematisse', 'makonieni', 'bencarpenterphotos', 'dniare', 'perle.rare084']",False,0.0,False,False,False,0.0,False,0.0,False,False,False,0.0,0.0
336,7351505891239251242,beauty,society,truecrimerecaps,"[None, 'other', 'other', 'sports', 'other', 'other', None, 'beauty']","['janeyillustration', 'alyczandra', 'makenzie.marshall', 'vveoko', 'urmomsmissimgtoe', 'elinayael_', '771cik', 'naimrustom']",False,0.16666666666666666,False,False,False,0.0,False,0.0,False,False,False,0.0,0.0
337,7351505891239251242,control,society,truecrimerecaps,"['beauty', 'society', None, None, None, None, None, None]","['gemsblingjewelry', 'truecrimerecaps', None, None, None, None, None, None]",False,0.0,False,False,False,0.5,False,0.5,False,True,False,0.5,0.5
338,7351505891239251242,society,society,truecrimerecaps,"['society', None, None, None, None, None, None, None]","['truecrimerecaps', None, None, None, None, None, None, None]",False,1.0,True,True,True,1.0,False,1.0,True,True,True,1.0,1.0
339,7351505891239251242,sports,society,truecrimerecaps,"['other', 'other', 'other', None, None, None, None, None]","['faded_dragonpupeteer', 'baby_gwilliams', 'andrenetto0', 'truecrimerecaps', None, None, None, None]",False,0.0,False,False,False,0.25,False,0.0,False,False,False,0.3333333333333333,0.3333333333333333
340,7353404576638242090,beauty,,,"[None, 'other', 'other', 'other', 'other', 'other', 'other', 'other']","[nan, 'official_nct', 'official_nct', 'americafirst617', 'official_nct', 'official_nct', 'official_nct', 'official_nct']",False,0.0,False,False,False,0.0,False,0.0,False,True,True,0.0,0.0
341,7353404576638242090,control,,,"['other', 'beauty', None, 'other', 'beauty', 'society', None, 'other']","['americafirst617', 'notvictornieves', 'americafirst617', 'americafirst617', 'daterightstuff', 'kristanmercerhawkins', 'americafirst617', 'daterightstuff']",False,0.0,False,False,False,0.0,False,0.0,False,True,False,0.0,0.0
342,7353404576638242090,society,,,"['other', 'sports', 'other', 'other', 'other', 'other', 'other', 'sports']","['methhead2.04', 'advvv1', 'victoriaanne778', 'psychopoly', 'americafirst617', 'david_jung_05', 'melaniatrumpstyle', 'americafirst617']",False,0.0,False,False,False,0.0,False,0.0,False,False,False,0.0,0.0
343,7353404576638242090,sports,,,"['other', None, 'other', 'sports', 'society', 'other', 'beauty', 'beauty']","['americafirst617', 'americafirst617', 'americafirst617', 'americafirst617', 'jessebwatters', 'zmngz14', 'pandaeyesofficialstore', 'esotericstargirl']",False,0.14285714285714285,False,False,False,0.0,False,0.0,False,True,False,0.0,0.0
344,7353691202740423969,beauty,beauty,gordonramsayofficial,"['other', 'other', 'other', 'other', 'other', 'other', 'other', 'other']","['tik_tyong', 'official_nct', 'official_nct', 'tik_tyong', 'official_nct', 'official_nct', 'riize_official', 'official_nct']",False,0.0,False,False,False,0.0,False,0.0,False,False,False,0.0,0.0
345,7353691202740423969,control,beauty,gordonramsayofficial,"['beauty', 'other', 'other', 'beauty', 'beauty', 'sports', 'other', 'sports']","['jetbentlee', 'thebearessentials', 'krisp_youtube', 'jortskitchen', 'dailyclips7210', 'antonxmi', 'randynaut', 'winrichadam']",False,0.0,False,False,False,0.0,True,0.375,False,True,True,0.0,0.0
346,7353691202740423969,society,beauty,gordonramsayofficial,"['other', 'beauty', 'other', None, None, None, None, None]","['thebearessentials', 'thetiredoctor', 'creatinetips', None, None, None, None, None]",False,0.0,False,False,False,0.0,False,0.3333333333333333,False,True,False,0.0,0.0
347,7353691202740423969,sports,beauty,gordonramsayofficial,"['other', 'other', 'other', 'society', 'other', 'other', None, None]","['jamilah_craig', '.kenzielewis', 'raeganspoetry', 'tiktok', 'fernandanzengo0', 'fallontonight', None, None]",False,0.0,False,False,False,0.0,False,0.0,False,False,False,0.0,0.0
348,7353865845061258513,beauty,beauty,chhloekim,"['other', 'other', 'other', 'other', 'beauty', 'other', None, 'other']","['chhloekim', 'illit_official', 'monakoaa', 'cherry_keem', 'theonlyhyun_', 'j.essrenity', None, 'misosumiii']",False,0.14285714285714285,False,False,False,0.14285714285714285,False,0.14285714285714285,False,False,False,0.14285714285714285,0.14285714285714285
349,7353865845061258513,control,beauty,chhloekim,"['other', None, 'beauty', 'other', 'beauty', 'other', 'other', 'other']","['chhloekim', None, 'inumakimmi', 'chhloekim', 'cindywon', 'camfant', 'cherry_keem', 'monakoaa']",False,0.0,False,False,False,0.2857142857142857,False,0.2857142857142857,False,True,False,0.2857142857142857,0.2857142857142857
350,7353865845061258513,society,beauty,chhloekim,"[None, 'other', None, 'other', 'other', 'other', 'other', 'other']","['leesiyoung38', 'chhloekim', None, 'chhloekim', 'jaxon.maxwell', 'harry.daniels', 'anesag_', 'thedailyshow']",False,0.0,False,False,False,0.2857142857142857,False,0.0,False,False,False,0.3333333333333333,0.3333333333333333
351,7353865845061258513,sports,beauty,chhloekim,"['other', 'other', 'other', 'other', 'beauty', 'other', 'beauty', 'other']","['chhloekim', 'misosumiii', 'anotherbaldgirl', 'chhloekim', 'inumakimmi', 'misosumiii', 'misosumiii', 'misosumiii']",False,0.0,False,False,False,0.25,False,0.25,False,False,False,0.25,0.25
352,7354818318777306414,beauty,sports,tpendergrass23,"[None, 'other', 'other', 'other', 'other', 'other', 'other', 'other']","['jaz.th.200', 'jasperjosiee', 'jasmine.lochan', 'haleyybaylee', 'kaylee_payment1021', 'leeleebukkz', 'ogochukwu_best', 'girlonset']",False,0.0,False,False,False,0.0,False,0.0,False,False,False,0.0,0.0
353,7354818318777306414,control,sports,tpendergrass23,"['beauty', 'other', 'other', None, 'other', 'other', 'other', 'other']","['neviikore', 'darkeyebrows', 'laur_laur253', 'jaz.th.200', 'initialgurlll', 'sloanealex_', 'ogochukwu_best', 'hiihappydv']",False,0.0,False,False,False,0.0,False,0.0,False,False,False,0.0,0.0
354,7354818318777306414,society,sports,tpendergrass23,"['other', 'society', None, None, 'other', 'other', 'other', 'other']","['naseerahmedkhan00', 'worldnewscoverage', 'chimranliaqat7', 'aestheticown1', 'zlrxea', '3bduuulllaaahh', 'antoniowagner31', 'mqmsectorchyd']",False,0.16666666666666666,False,True,False,0.0,False,0.0,False,False,False,0.0,0.0
355,7354818318777306414,sports,sports,tpendergrass23,"['other', None, 'other', 'beauty', 'other', 'other', 'other', 'beauty']","['darkeyebrows', 'jaz.th.200', 'laur_laur253', 'neviikore', 'overtime', 'korean.comic', 'initialgurlll', 'not_simone444']",False,0.0,False,False,False,0.0,False,0.0,False,False,False,0.0,0.0
356,7355180110460374278,beauty,sports,chabewhite,"[None, 'sports', 'sports', 'sports', 'beauty', 'sports', 'sports', 'other']","[nan, 'chabewhite', 'chabewhite', 'chabewhite', 'guangsdxy4z', 'chabewhite', 'chabewhite', 'octpath']",False,0.14285714285714285,False,False,False,0.625,True,0.7142857142857143,True,True,False,0.7142857142857143,0.7142857142857143
357,7355180110460374278,control,sports,chabewhite,"['sports', 'other', 'beauty', 'other', 'other', 'other', 'other', 'other']","['chabewhite', 'hemersonflorz503', 'doesntknowwhatshewants', 'leslyemarz', 'joes0270', 'steves.adventure', 'bubblegumloveyourself41', 'adamcavtoy']",False,0.0,False,False,False,0.125,False,0.125,False,True,True,0.125,0.125
358,7355180110460374278,society,sports,chabewhite,"['other', None, 'other', 'other', 'sports', 'sports', 'sports', 'other']","['hemersonflorz503', nan, 'aguitadecoco0000', 'ariasna__', 'chabewhite', 'loom1233', 'chabewhite', 'petikblxx']",False,0.0,False,False,False,0.25,False,0.42857142857142855,False,False,False,0.2857142857142857,0.2857142857142857
359,7355180110460374278,sports,sports,chabewhite,"[None, 'sports', None, 'other', 'beauty', 'other', 'beauty', 'other']","['betasquad523', 'chabewhite', nan, 'leslyemarz', 'doesntknowwhatshewants', 'hemersonflorz503', 'deickoo', 'blexxxf']",False,0.16666666666666666,False,True,False,0.125,False,0.16666666666666666,False,True,False,0.16666666666666666,0.16666666666666666
360,7355669409454902574,beauty,sports,clilfsbff,"['other', 'other', None, 'other', 'other', 'other', 'other', 'beauty']","['buodq.yt', 'delmue_', None, 'clilfsbff', 'official_nct', 'riize_official', 'official_nct', 'royalcaribbean']",False,0.14285714285714285,False,False,False,0.14285714285714285,False,0.0,False,False,False,0.14285714285714285,0.14285714285714285
361,7355669409454902574,control,sports,clilfsbff,"['other', 'other', 'other', 'beauty', 'other', 'sports', 'other', 'other']","['clilfsbff', 'thesmilyfam', 'zaikapobegaika', '2o9.juniorrr', '_alexandramarasigan', 'vxlcinem', '73.boxego', 'cameronrohpovs']",False,0.0,False,False,False,0.125,False,0.125,False,False,False,0.125,0.125
362,7355669409454902574,society,sports,clilfsbff,"['other', 'other', 'beauty', 'other', 'other', None, 'other', 'other']","['therealminiongirl', 'm_apostolou1', 'ayy_giooo', 'sajjoo12', 'abdelhakmamohamed', 'betasquad523', 'm_apostolou1', 'm_apostolou1']",False,0.0,False,False,False,0.0,False,0.0,False,False,False,0.0,0.0
363,7355669409454902574,sports,sports,clilfsbff,"['other', 'other', 'other', 'other', None, 'other', 'other', None]","['clilfsbff', 'tikkekilse', 'princeboy9900', 'maddoxvr188', 'zeeshanmaqbool406', 'shahijanan2', 'malikshajaralipur', 'princeboy9900']",False,0.0,False,False,False,0.125,False,0.0,False,False,False,0.16666666666666666,0.16666666666666666
364,7355878522696600874,beauty,society,underthedesknews,"['sports', 'other', 'other', 'other', 'society', 'other', 'other', 'other']","['faiz.yy', 'timmy2cans', 'cheappickle', 'underthedesknews', 'underthedesknews', 'isadora_.nunes', 'mmmjoemele', '1..luca']",False,0.0,False,False,False,0.25,False,0.125,False,False,False,0.25,0.25
365,7355878522696600874,control,society,underthedesknews,"['other', 'beauty', 'society', 'other', 'other', 'other', 'society', 'other']","['underthedesknews', 'angie_dunnn', 'underthedesknews', 'underthedesknews', 'themacfamily', 'holdendavenport', 'underthedesknews', 'certified_dilah']",False,0.0,False,False,False,0.5,False,0.25,False,True,False,0.5,0.5
366,7355878522696600874,society,society,underthedesknews,"['other', 'other', 'society', 'society', 'society', None, None, 'society']","['underthedesknews', 'underthedesknews', 'underthedesknews', 'underthedesknews', 't_sply', 'wallstreetjournal', 'dailymail', 't_sply']",True,0.6666666666666666,True,True,False,0.5,True,0.6666666666666666,True,True,False,0.6666666666666666,0.6666666666666666
367,7355878522696600874,sports,society,underthedesknews,"['other', 'society', 'other', 'other', 'other', 'other', None, 'other']","['alisonpea52', 'underthedesknews', 'underthedesknews', 'rvisuls130', 'chece.liss', 'obiannd', 'kavopsi', 'tigress19863']",False,0.0,False,False,False,0.25,False,0.14285714285714285,False,True,False,0.2857142857142857,0.2857142857142857
368,7356004064121015598,beauty,society,cnn,"[None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None]",False,0.0,False,False,False,0.0,False,0.0,False,False,False,0.0,0.0
369,7356004064121015598,control,society,cnn,"[None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None]",False,0.0,False,False,False,0.0,False,0.0,False,False,False,0.0,0.0
370,7356004064121015598,society,society,cnn,"[None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None]",False,0.0,False,False,False,0.0,False,0.0,False,False,False,0.0,0.0
371,7356004064121015598,sports,society,cnn,"[None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None]",False,0.0,False,False,False,0.0,False,0.0,False,False,False,0.0,0.0
372,7356039120021376302,beauty,beauty,shereeneidriss,"['beauty', 'other', 'beauty', 'other', 'beauty', 'beauty', 'beauty', 'beauty']","['shereeneidriss', 'jonathan_giovannini', 'casinha.da_day', 'shereeneidriss', 'shereeneidriss', 'shereeneidriss', 'shereeneidriss', 'shereeneidriss']",True,0.75,True,True,True,0.75,True,0.75,True,True,True,0.75,0.75
373,7356039120021376302,control,beauty,shereeneidriss,"[None, 'beauty', 'beauty', 'beauty', 'beauty', 'other', None, 'beauty']","['m.a.s.1430', 'shereeneidriss', 'shereeneidriss', 'tatlafata', 'roseandben', 'lord_quaisie', 'lizethjimenez196', 'zainawan09']",False,0.0,False,False,False,0.25,True,0.8333333333333334,True,True,False,0.3333333333333333,0.3333333333333333
374,7356039120021376302,society,beauty,shereeneidriss,"['beauty', 'beauty', 'other', 'beauty', 'other', 'beauty', 'other', None]","['shereeneidriss', 'shereeneidriss', 'bidenhq', 'shereeneidriss', 'qra.lebrao', 'blinkvy.ng', 'vss_o', 'hairbyapeke1']",False,0.0,False,False,False,0.375,True,0.5714285714285714,True,True,True,0.42857142857142855,0.42857142857142855
375,7356039120021376302,sports,beauty,shereeneidriss,"[None, 'other', 'other', 'beauty', 'other', 'beauty', 'beauty', 'beauty']","['callmehardio2', 'real_bass', 'korra251', 'sabisbe18', 'navigue5baton', 'leqaa_samir', '1309studios', 'roseandben']",False,0.0,False,False,False,0.0,True,0.5714285714285714,True,False,False,0.0,0.0
376,7356325315381153066,beauty,beauty,user7282247529,"[None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None]",False,0.0,False,False,False,0.0,False,0.0,False,False,False,0.0,0.0
377,7356325315381153066,control,beauty,user7282247529,"[None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None]",False,0.0,False,False,False,0.0,False,0.0,False,False,False,0.0,0.0
378,7356325315381153066,society,beauty,user7282247529,"[None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None]",False,0.0,False,False,False,0.0,False,0.0,False,False,False,0.0,0.0
379,7356325315381153066,sports,beauty,user7282247529,"[None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None]",False,0.0,False,False,False,0.0,False,0.0,False,False,False,0.0,0.0
380,7356393174585052458,beauty,other,meganmota,"['other', 'other', 'other', None, None, None, None, None]","['playboyjuju', 'majesticryan', 'steviesthesavage', None, None, None, None, None]",False,0.0,False,False,False,0.0,False,1.0,True,True,True,0.0,0.0
381,7356393174585052458,control,other,meganmota,"['other', 'sports', 'beauty', 'beauty', 'other', None, None, None]","['user2890658112', 'j.billiard3', 'interiorhomedesign1', 'asikaccessories', 'jordanflomofficial', None, None, None]",False,0.0,False,False,False,0.0,False,0.4,False,True,True,0.0,0.0
382,7356393174585052458,society,other,meganmota,"['beauty', 'sports', 'other', 'other', None, 'other', 'other', 'other']","['karli.annaa', 'drkyleo', 'miry8270', 'branyanandres', None, 'official.happy03', 'chizzykayfa', 'igorradchuk']",False,0.0,False,False,False,0.0,True,0.7142857142857143,True,True,False,0.0,0.0
383,7356393174585052458,sports,other,meganmota,"['sports', 'other', 'other', 'other', 'other', None, 'sports', 'beauty']","['tayyabawan751', 'user6771671527728', 'j.jh11', 'user2797547790205', 'thabii274', 'tayyabawan751', 'tayyabawan751', 'tayyabawan751']",False,0.2857142857142857,False,True,True,0.0,True,0.5714285714285714,True,True,False,0.0,0.0
384,7356733416546602282,beauty,,,"['other', 'beauty', 'other', None, None, None, None, None]","['gamingjadenwilliams', 'sheskrizza', 'austinfelt', None, None, None, None, None]",False,0.3333333333333333,False,True,False,0.0,True,0.0,False,False,False,1.6666666666666667,1.6666666666666667
385,7356733416546602282,control,,,"['other', 'beauty', None, 'beauty', 'other', 'beauty', 'other', 'beauty']","['_youngchun', 'thecookiedoughco', None, 'sophiesophss', 'bailey..henderson0', 'roostarzhotchicken', 'hannahsdailyadvice', 'lilytrii']",False,0.0,False,False,False,0.0,False,0.0,False,True,False,0.14285714285714285,0.14285714285714285
386,7356733416546602282,society,,,"[None, 'other', 'other', 'other', 'other', 'society', 'other', 'other']","['anonymously9367', 'millenaeli', 'helenaarangel_', 'isadora_.nunes', 'nickfrc', 'dailyfishtoknews', 'brwa.1.x', 'agnessjones2']",False,0.14285714285714285,False,False,False,0.0,False,0.0,False,True,True,0.0,0.0
387,7356733416546602282,sports,,,"['beauty', 'other', None, 'beauty', 'beauty', 'beauty', 'beauty', 'beauty']","['sophiesophss', 'manueldubois8', None, 'lilytrii', 'roostarzhotchicken', 'kimssspamm', 'skyenoigg', 'jaaliyahs']",False,0.0,False,False,False,0.0,False,0.0,False,True,False,0.14285714285714285,0.14285714285714285
388,7356743717237312814,beauty,society,cassidywilliamsnews,"['other', 'sports', 'other', None, None, None, None, None]","['spyfamily_anime_official', 'lamainethetrain', 'sigmareddvr', None, None, None, None, None]",False,0.0,False,False,False,0.0,False,0.0,False,False,False,0.0,0.0
389,7356743717237312814,control,society,cassidywilliamsnews,"['other', 'other', 'other', 'other', 'other', 'other', 'other', 'other']","['.nelxstarskm', 'denisangura', 'romancavoodle', 'godsila.rey', 'sonya.yates', 'f1rstmotors', 'carichilli', 'ridwanc11']",False,0.0,False,False,False,0.0,False,0.0,False,False,False,0.0,0.0
390,7356743717237312814,society,society,cassidywilliamsnews,"['other', 'other', 'other', 'other', 'other', 'beauty', 'beauty', None]","['daily.jeep.wranglers', 'daniellepeart.tv', 'vickyy_917', 'iqjfajeb7uc', 'thejarrodbenson', 'meginnewengland', 'petobsessed777', 'lovindubai']",False,0.0,False,False,False,0.0,False,0.0,False,False,False,0.0,0.0
391,7356743717237312814,sports,society,cassidywilliamsnews,"[None, 'other', None, None, 'beauty', None, 'beauty', 'other']","[None, 'l3hcar', None, None, 'eagleeyeinspectionslv', None, 'rantingtanget', 'chabelitarabitfn']",False,0.0,False,False,False,0.0,False,0.0,False,False,False,0.0,0.0
392,7357026311220612394,beauty,society,the_inconvenient_truth88,"['other', 'other', None, None, None, None, None, None]","['twigbot_', 'clipsandcaseoh', None, None, None, None, None, None]",False,0.0,False,False,False,0.0,False,0.0,False,False,False,0.0,0.0
393,7357026311220612394,control,society,the_inconvenient_truth88,"['other', 'sports', 'sports', 'other', 'society', 'other', None, 'beauty']","['itonyvara', 'j.billiard3', 'kungfu.abc', 'aydas', 'dantethehater', 'novettebet', 'wallyrashid', 'dorabore22']",False,0.0,False,False,False,0.0,False,0.14285714285714285,False,False,False,0.0,0.0
394,7357026311220612394,society,society,the_inconvenient_truth88,"['society', 'society', 'society', 'society', 'society', 'society', 'society', None]","['toomeantobean', 'btnewsroom', 'wallyrashid', 'apnews', 'the_inconvenient_truth88', 'the_inconvenient_truth88', 'dailymail', None]",True,1.0,True,True,True,0.2857142857142857,True,1.0,True,True,True,0.2857142857142857,0.2857142857142857
395,7357026311220612394,sports,society,the_inconvenient_truth88,"['sports', 'beauty', 'other', 'sports', 'other', 'sports', 'sports', None]","['notgracefuger', 'kxks.official', 'girlonset', 'ibra_11z_', 'truongvu.32', 'ligue1ubereats', 'chachofreestyle', None]",True,0.5714285714285714,True,True,True,0.0,False,0.0,False,False,False,0.0,0.0
396,7358538332013366570,beauty,society,msnbc,"['other', 'other', 'other', 'other', 'other', 'other', 'other', 'other']","['donmahluvinlandrygame', 'uespiiiii.1115', 'megaamerican', 'coolestkidzzz', 'yijian33', 'tayoricci', 'hatsoncats', 'abdoubiye']",False,0.0,False,False,False,0.0,False,0.0,False,False,False,0.0,0.0
